Entity,Label
Isaac,PERSON
Jacob,PERSON
Egypt,GPE
3 17,CARDINAL
Egypt,GPE
Canaanites,NORP
Hittites,NORP
Amorites,NORP
Jebusites,ORG
3 18,DATE
Israel,GPE
Egypt,GPE
Hebrews,NORP
three days,DATE
3 19,DATE
Egypt,GPE
3 20,DATE
Egypt,GPE
3 21,DATE
Egyptians,NORP
3 22,CARDINAL
Egyptians,NORP
4 1,DATE
Moses,PERSON
4 2,DATE
4 3,DATE
Moses,PERSON
4 4,DATE
Moses  Put,PERSON
4 5,CARDINAL
Abraham,PERSON
Isaac,PERSON
4 6,DATE
4 7,DATE
4 8,DATE
first,ORDINAL
4 9,DATE
two,CARDINAL
4 10,DATE
Moses,PERSON
4 11,EVENT
4 12,DATE
4 13,DATE
4 14,DATE
Moses,PERSON
Aaron,PERSON
Levite,PERSON
4 15,DATE
4 16,DATE
4 17,DATE
4 18,DATE
Moses,PERSON
Jethro,PERSON
Egypt,GPE
Jethro,ORG
4 19,DATE
Moses,PERSON
Midian,NORP
Egypt,GPE
4 20,DATE
Moses,PERSON
Egypt,GPE
Moses,PERSON
4 21,DATE
Moses,PERSON
thou goest,PERSON
Egypt,GPE
Pharaoh,PERSON
4 22,DATE
Pharaoh,PERSON
Israel,GPE
4 23,DATE
4 24,DATE
4 25,DATE
Zipporah,PERSON
4 26,EVENT
4 27,DATE
Aaron  Go,PERSON
Moses,PERSON
4 28,DATE
Moses,PERSON
Aaron,PERSON
4 29,DATE
Moses,PERSON
Aaron,PERSON
Israel,GPE
4 30,CARDINAL
Aaron,PERSON
Moses,PERSON
4 31,DATE
Israel,GPE
5 1,CARDINAL
Moses,PERSON
Aaron,PERSON
Pharaoh,PERSON
Israel,GPE
5 2,DATE
Pharaoh,PERSON
Israel,GPE
Israel,GPE
5 3,DATE
Hebrews,NORP
three days,DATE
5 4,DATE
Egypt,GPE
Moses,PERSON
Aaron,PERSON
5 5,DATE
Pharaoh,PERSON
5 6,DATE
Pharaoh,PERSON
5 7,DATE
5 8,DATE
5 9,DATE
5 10,DATE
Pharaoh,PERSON
5 11,TIME
5 12,DATE
Egypt,GPE
5 13,DATE
daily,DATE
5 14,DATE
Israel,GPE
Pharaoh,PERSON
yesterday,DATE
day,DATE
5 15,DATE
Israel,GPE
Pharaoh,PERSON
5 16,DATE
5 17,DATE
5 18,TIME
5 19,DATE
Israel,GPE
minish,PERSON
daily,DATE
5 20,CARDINAL
Moses,PERSON
Aaron,PERSON
Pharaoh,PERSON
5 21,CARDINAL
Pharaoh,PERSON
5 22,DATE
Moses,PERSON
5 23,CARDINAL
Pharaoh,PERSON
6 1,DATE
Moses,PERSON
Pharaoh,PERSON
6 2,DATE
Moses,PERSON
6,CARDINAL
Abraham  unto,PERSON
Isaac  and,PERSON
Jacob  ,PERSON
JEHOVAH,PERSON
6 4,DATE
Canaan,GPE
6 5,DATE
Israel,GPE
Egyptians,NORP
6 6,DATE
Israel,GPE
Egyptians,NORP
6 7,DATE
Egyptians,NORP
6 8,DATE
Abraham  ,PERSON
Isaac  and,PERSON
Jacob  ,PERSON
6 9,DATE
Moses,PERSON
Israel,GPE
Moses,PERSON
6 10,DATE
Moses,PERSON
6 11,DATE
Pharaoh,PERSON
Egypt,GPE
Israel,GPE
6 12,DATE
Moses,PERSON
Israel,GPE
Pharaoh,PERSON
6 13,DATE
Moses,PERSON
Aaron,PERSON
Israel,GPE
Pharaoh,PERSON
Egypt,GPE
Israel,GPE
Egypt,GPE
6 14,CARDINAL
Reuben  ,PERSON
Israel,GPE
Hanoch,GPE
Pallu,ORG
Hezron,ORG
Carmi,PERSON
Reuben,ORG
6 15,DATE
Simeon  Jemuel,PERSON
Jamin  ,PERSON
Jachin,PERSON
Zohar,PERSON
Shaul,PERSON
Canaanitish,PERSON
Simeon,ORG
6 16,DATE
Levi,PERSON
Gershon,PERSON
Kohath,GPE
Merari,ORG
the years,DATE
Levi,PERSON
an hundred thirty and seven years,CARDINAL
6 17,TIME
Gershon,PERSON
Libni,NORP
Shimi  ,PERSON
6 18,DATE
Kohath  Amram,GPE
Izhar,PERSON
Hebron,GPE
Uzziel,ORG
the years,DATE
Kohath,GPE
an hundred thirty and,CARDINAL
three  years,DATE
6 19,DATE
Merari,ORG
Mushi,PERSON
Levi,PERSON
6 20,DATE
Aaron,PERSON
Moses,PERSON
the years,DATE
an  hundred and thirty and,CARDINAL
6 21,DATE
Izhar,PERSON
Korah,PERSON
Nepheg,GPE
Zichri,ORG
6 22,DATE
Uzziel,ORG
Mishael,PERSON
Elzaphan,PERSON
Zithri,ORG
6 23,DATE
Aaron,PERSON
Elisheba,ORG
Amminadab,ORG
Naashon,ORG
Nadab,PERSON
Abihu  Eleazar,PERSON
Ithamar,ORG
6 24,DATE
Korah  Assir,ORG
Abiasaph,PERSON
Korhites,PRODUCT
Eleazar Aaron s,PERSON
Putiel,ORG
Phinehas,PERSON
Levites,ORG
6 26,CARDINAL
Aaron,PERSON
Moses,PERSON
Israel,GPE
Egypt,GPE
6 27,CARDINAL
Pharaoh,PERSON
Egypt,GPE
Israel,GPE
Egypt,GPE
Moses,PERSON
Aaron,PERSON
6 28,DATE
the day,DATE
Moses,PERSON
Egypt,GPE
6 29,CARDINAL
Moses,PERSON
Pharaoh,PERSON
Egypt,GPE
6 30,DATE
Moses,PERSON
Pharaoh,PERSON
Moses,PERSON
Pharaoh,PERSON
Aaron,PERSON
Aaron,PERSON
Pharaoh,PERSON
Israel,GPE
7 3,DATE
Pharaoh,PERSON
Egypt,GPE
7 4,DATE
Pharaoh,PERSON
Egypt,GPE
Israel,GPE
Egypt,GPE
7 5,DATE
Egyptians,NORP
Egypt,GPE
Israel,GPE
7 6,DATE
Moses,PERSON
Aaron,PERSON
7 7,DATE
Moses,PERSON
fourscore years old,DATE
Aaron,PERSON
three  years old,DATE
Pharaoh,PERSON
7 8,DATE
Moses,PERSON
Aaron,PERSON
7 9,DATE
Pharaoh,PERSON
Shew,PERSON
Aaron  Take,PERSON
Pharaoh,PERSON
7 10,DATE
Moses,PERSON
Aaron,PERSON
Pharaoh,PERSON
Aaron,PERSON
Pharaoh,PERSON
7 11,DATE
Pharaoh,PERSON
Egypt,GPE
7 12,DATE
Aaron,PERSON
7 13,DATE
Pharaoh,PERSON
7 14,DATE
Moses  Pharaoh,PERSON
7 15,TIME
Pharaoh,PERSON
7 16,DATE
Hebrews,NORP
7 17,DATE
7 18,DATE
Egyptians,NORP
7 19,DATE
Moses  Say,PERSON
Aaron  Take,PERSON
Egypt,GPE
Egypt,GPE
7 20,DATE
Moses,PERSON
Aaron,PERSON
Pharaoh,PERSON
7 21,DATE
Egyptians,NORP
Egypt,GPE
7 22,DATE
Egypt,GPE
Pharaoh,PERSON
7 23,DATE
Pharaoh,PERSON
7 24,DATE
Egyptians,NORP
7 25 And seven days,DATE
8 1,DATE
Moses  Go,PERSON
Pharaoh,PERSON
8 2,DATE
8 3,DATE
8 4,DATE
8 5,DATE
Moses  Say,PERSON
Aaron  Stretch,PERSON
Egypt,GPE
8 6,DATE
Aaron,PERSON
Egypt,GPE
Egypt,GPE
8 7,DATE
Egypt,GPE
8 8,DATE
Pharaoh,PERSON
Moses,PERSON
Aaron,PERSON
Intreat,ORG
8 9,DATE
Moses,PERSON
Pharaoh  Glory,PERSON
morrow,DATE
thou mayest,PERSON
8 11,DATE
8 12,DATE
Moses,PERSON
Aaron,PERSON
Pharaoh,PERSON
Moses,PERSON
Pharaoh,PERSON
8 13,DATE
Moses,PERSON
8 14,DATE
8 15,CARDINAL
Pharaoh,PERSON
8 16,DATE
Moses  Say,PERSON
Aaron  Stretch,PERSON
Egypt,GPE
8 17,DATE
Aaron,PERSON
Egypt,GPE
8 18,DATE
8 19,DATE
Pharaoh,PERSON
Pharaoh,PERSON
8 20,DATE
Moses  Rise,PERSON
early in the,TIME
morning,TIME
Pharaoh  lo,PERSON
Egyptians,NORP
8 22,DATE
that day,DATE
Goshen,GPE
earth,LOC
8 23,DATE
morrow,DATE
8 24,DATE
Pharaoh,PERSON
Egypt,GPE
8 25,DATE
Pharaoh,PERSON
Moses,PERSON
Aaron,PERSON
8 26,DATE
Moses,PERSON
Egyptians,NORP
God  lo,PERSON
Egyptians,NORP
8 27,CARDINAL
three days,DATE
8 28,DATE
Pharaoh,PERSON
8 29,DATE
Moses,PERSON
Pharaoh,PERSON
morrow,DATE
Pharaoh,PERSON
8 30,DATE
Moses,PERSON
Pharaoh,PERSON
8 31,DATE
Moses,PERSON
Pharaoh,PERSON
one,CARDINAL
8 32,DATE
Pharaoh,PERSON
9 1,DATE
Moses  Go,PERSON
Pharaoh,PERSON
Hebrews,NORP
9 2,EVENT
9 3  Behold,DATE
9 4,DATE
Israel,GPE
Egypt,GPE
Israel,GPE
9 5,DATE
9 6,DATE
morrow,DATE
Egypt,GPE
Israel,GPE
one,CARDINAL
9 7,DATE
Pharaoh,PERSON
Israelites,NORP
Pharaoh,PERSON
9 8,DATE
Moses,PERSON
Aaron  Take,PERSON
Moses,PERSON
Pharaoh,PERSON
9 9,DATE
Egypt,GPE
blains,PERSON
Egypt,GPE
9 10,DATE
Pharaoh,PERSON
Moses,PERSON
blains,PERSON
9 11,DATE
Moses,PERSON
Egyptians,NORP
9 12,DATE
Pharaoh,PERSON
Moses,PERSON
9 13,DATE
Moses  Rise,PERSON
early in the,TIME
morning,TIME
Pharaoh,PERSON
9 14,DATE
thou mayest,PERSON
9 15,DATE
earth,LOC
9 16,DATE
earth,LOC
9 17,EVENT
9 18,CARDINAL
morrow,DATE
Egypt,GPE
9 19,DATE
9 20,DATE
Pharaoh,PERSON
9 21,DATE
9 22,DATE
Moses  Stretch,PERSON
Egypt,GPE
Egypt,GPE
9 23,DATE
Moses,PERSON
Egypt,GPE
9 24,DATE
Egypt,GPE
9 25,DATE
Egypt,GPE
9 26,TIME
Goshen,GPE
Israel,GPE
9 27,DATE
Pharaoh,PERSON
Moses,PERSON
Aaron,PERSON
9 28,TIME
9 29,DATE
Moses,PERSON
thou mayest,PERSON
earth,LOC
9 30,DATE
9 31,DATE
9 32,DATE
9 33,DATE
Moses,PERSON
Pharaoh,PERSON
earth,LOC
9 34,DATE
Pharaoh,PERSON
9 35,DATE
Pharaoh,PERSON
Israel,GPE
Moses,PERSON
10 1,DATE
Moses  Go,PERSON
Pharaoh,PERSON
10 2,DATE
thou mayest,PERSON
Egypt,GPE
10 3,DATE
Moses,PERSON
Aaron,PERSON
Pharaoh,PERSON
morrow,DATE
10 5,DATE
10 6,DATE
Egyptians,NORP
the day,DATE
earth,LOC
Pharaoh,PERSON
10 7,DATE
Pharaoh,PERSON
Egypt,GPE
10 8,DATE
Moses,PERSON
Aaron,PERSON
Pharaoh,PERSON
10 9,DATE
And  Moses,PERSON
10 10,DATE
10 11,EVENT
Pharaoh,PERSON
10 12,DATE
Moses  Stretch,PERSON
Egypt,GPE
Egypt,GPE
10 13,DATE
Moses,PERSON
Egypt,GPE
day,DATE
10 14,DATE
Egypt,GPE
Egypt,GPE
10 15,DATE
Egypt,GPE
10 16,DATE
Pharaoh,PERSON
Moses,PERSON
Aaron,PERSON
10 17,DATE
10 18,DATE
Pharaoh,PERSON
10 19,DATE
Red sea,LOC
one,CARDINAL
Egypt,GPE
10 20,DATE
Pharaoh,PERSON
Israel,GPE
10 21,DATE
Moses  Stretch,PERSON
Egypt,GPE
10 22,DATE
Moses,PERSON
Egypt,GPE
three days  ,DATE
10 23,CARDINAL
one,CARDINAL
three days,DATE
Israel,GPE
10 24,DATE
Pharaoh,PERSON
Moses,PERSON
10 25,DATE
Moses,PERSON
10 26,TIME
10 27,DATE
Pharaoh,PERSON
10 28,DATE
Pharaoh,PERSON
that day,DATE
thou,PERSON
10 29,DATE
Moses,PERSON
Moses,PERSON
one,CARDINAL
Pharaoh,PERSON
Egypt,GPE
11 2 Speak,DATE
11 3,DATE
Egyptians,NORP
Moses,PERSON
Egypt,GPE
Pharaoh,PERSON
11 4,DATE
Moses,PERSON
About midnight,TIME
Egypt,GPE
11 5,CARDINAL
Egypt,GPE
first,ORDINAL
Pharaoh,PERSON
11 6,DATE
Egypt,GPE
11 7,EVENT
Israel,GPE
Egyptians,NORP
Israel,GPE
11 8,DATE
Pharaoh,PERSON
11 9,DATE
Moses  Pharaoh,PERSON
Egypt,GPE
11 10,DATE
Moses,PERSON
Aaron,PERSON
Pharaoh,PERSON
Pharaoh,PERSON
Israel,GPE
12 1,DATE
Moses,PERSON
Aaron,PERSON
Egypt,GPE
12 2,DATE
This month,DATE
the beginning of months,DATE
the first month of the year,DATE
12 3,DATE
Israel,GPE
the  tenth day of this month,DATE
12 4,CARDINAL
12 5,TIME
the first year  ye  shall,DATE
12 6,DATE
the fourteenth day of the same month,DATE
Israel,GPE
evening,TIME
12 7,WORK_OF_ART
two,CARDINAL
12 8,DATE
12 9 Eat,WORK_OF_ART
12 10,DATE
morning,TIME
the morning,TIME
12 11,DATE
12 12,DATE
Egypt,GPE
this night,TIME
Egypt,GPE
Egypt,GPE
12 13,DATE
Egypt,GPE
12 14,DATE
this day,DATE
12 15,DATE
Seven days,DATE
the first day,DATE
the first day,DATE
the seventh day,DATE
Israel,GPE
12 16,DATE
the first day,DATE
the seventh day,DATE
12 17,DATE
Egypt,GPE
this day,DATE
12 18,DATE
the first month,DATE
the fourteenth day of the month,DATE
the one and twentieth day,DATE
the  month,DATE
12 19,DATE
Seven days,DATE
Israel,GPE
12 20,TIME
12 21,DATE
Moses,PERSON
Israel,GPE
12 22,DATE
hyssop  and dip,ORG
two,CARDINAL
the morning,TIME
Egyptians,NORP
two,CARDINAL
12 24,DATE
12 25,DATE
12 26,DATE
12 27,DATE
Israel,GPE
Egypt,GPE
Egyptians,NORP
12 28,DATE
Israel,GPE
Moses,PERSON
Aaron,PERSON
12 29,DATE
midnight,TIME
Egypt,GPE
Pharaoh,PERSON
12 30,DATE
Pharaoh,PERSON
Egyptians,NORP
Egypt,GPE
one,CARDINAL
12 31,DATE
Moses,PERSON
Aaron,PERSON
night,TIME
Israel,GPE
12 32,DATE
12 33,DATE
Egyptians,NORP
12 34,DATE
12 35,DATE
Israel,GPE
Moses,PERSON
Egyptians,NORP
12 36,DATE
Egyptians,NORP
Egyptians,NORP
12 37,DATE
Israel,GPE
Rameses,PERSON
Succoth,PERSON
about six hundred thousand,CARDINAL
12 38,DATE
12 39,DATE
Egypt,GPE
Egypt,GPE
12 40,DATE
Israel,GPE
Egypt,GPE
four hundred and thirty years,DATE
12 41,DATE
the end of the four hundred and thirty  years,DATE
the selfsame day,DATE
Egypt,GPE
12 42,DATE
Egypt,GPE
Israel,GPE
12 43,DATE
Moses,PERSON
Aaron,PERSON
12 44,DATE
12 45,CARDINAL
12 46,DATE
one,CARDINAL
12 47,DATE
Israel,GPE
12 48,DATE
12,CARDINAL
One,CARDINAL
12 50,DATE
Israel,GPE
Moses,PERSON
Aaron,PERSON
12 51,DATE
Israel,GPE
Egypt,GPE
13 1,DATE
Moses,PERSON
13 2,DATE
Israel,GPE
13 3,DATE
Moses,PERSON
Egypt,GPE
13 4,DATE
This day,DATE
month,DATE
13 5,DATE
Canaanites,NORP
Hittites,NORP
Amorites,NORP
Jebusites,ORG
this month,DATE
13 6 Seven days,DATE
the seventh  day,DATE
13 7,DATE
seven days,DATE
13 8,DATE
that day,DATE
Egypt,GPE
13 9,DATE
Egypt,GPE
13 10,CARDINAL
year  to year,DATE
13 11,DATE
Canaanites,NORP
13 12,DATE
13 13,DATE
13 14,DATE
Egypt,GPE
13 15,CARDINAL
Pharaoh,PERSON
LORD,GPE
Egypt,GPE
13 16,DATE
Egypt,GPE
13 17,DATE
Pharaoh,PERSON
Philistines,NORP
Lest,PERSON
Egypt,GPE
13 18,CARDINAL
the Red sea,LOC
Israel,GPE
Egypt,GPE
13 19,DATE
Moses,PERSON
Joseph,PERSON
Israel,GPE
13 20,DATE
Succoth  and,PERSON
Etham,PERSON
13 21,DATE
day,DATE
night,TIME
day,DATE
13 22,DATE
day,DATE
night,TIME
14 1,DATE
Moses,PERSON
14 2 Speak,DATE
Israel,GPE
Pihahiroth,PERSON
Migdol,GPE
14 3,WORK_OF_ART
Pharaoh,PERSON
Israel,GPE
14 4,DATE
Pharaoh,PERSON
Pharaoh,PERSON
Egyptians,NORP
14 5,DATE
Egypt,GPE
Pharaoh,PERSON
Israel,GPE
14 6,DATE
14 7,DATE
six hundred,CARDINAL
Egypt,GPE
14 8,DATE
Pharaoh,PERSON
Egypt,GPE
Israel,GPE
Israel,GPE
14 9,DATE
Egyptians,NORP
Pharaoh,PERSON
Pihahiroth,PERSON
14 10,DATE
Pharaoh,PERSON
Israel,GPE
Egyptians,NORP
Israel,GPE
14 11,DATE
Moses,PERSON
Egypt,GPE
Egypt,GPE
14 12,TIME
Egypt,GPE
Egyptians,NORP
Egyptians,NORP
14 13,DATE
Moses,PERSON
Egyptians,NORP
14 14,TIME
14 15,DATE
Moses,PERSON
Israel,GPE
14 16,DATE
Israel,GPE
14 17,DATE
Egyptians,NORP
Pharaoh,PERSON
14 18,DATE
Egyptians,NORP
Pharaoh,PERSON
14 19,DATE
Israel,GPE
14 20,DATE
Egyptians,NORP
Israel,GPE
night,TIME
Moses,PERSON
14 22,DATE
Israel,GPE
14 23,DATE
Egyptians,NORP
Pharaoh,PERSON
14 24,DATE
Egyptians,NORP
Egyptians,NORP
14 25,DATE
Egyptians,NORP
Israel,GPE
Egyptians,NORP
14 26,DATE
Moses  Stretch,PERSON
Egyptians,NORP
14 27,DATE
Moses,PERSON
the morning,TIME
Egyptians,NORP
Egyptians,NORP
14 28,DATE
Pharaoh,PERSON
14 29,DATE
Israel,GPE
14 30,DATE
Israel,GPE
that day,DATE
Egyptians,NORP
Israel,GPE
Egyptians,NORP
14 31,DATE
Israel,GPE
Egyptians,NORP
Moses,PERSON
15 1,DATE
Moses,PERSON
Israel,GPE
15 2,WORK_OF_ART
15 3,DATE
15 4,CARDINAL
Pharaoh,PERSON
the Red sea,LOC
15 5,TIME
15 6,TIME
15 7,DATE
15 8,DATE
15 9,WORK_OF_ART
15 10,CARDINAL
15 11,DATE
15 12,CARDINAL
earth,LOC
15 13,DATE
15 14,CARDINAL
Palestina,GPE
15 15,DATE
Edom,GPE
Moab,GPE
Canaan,GPE
15 16,DATE
15 17,CARDINAL
15 18,DATE
15 19,DATE
Pharaoh,PERSON
Israel,GPE
15 20,DATE
Miriam,PERSON
Aaron,PERSON
15 21,DATE
Miriam,PERSON
15 22,DATE
Moses,PERSON
Israel,GPE
Red sea,LOC
Shur,PERSON
three days,DATE
15 23,DATE
Marah,PERSON
Marah,PERSON
Marah,PERSON
15 24,DATE
Moses,PERSON
15 25,DATE
15 26,DATE
Egyptians,NORP
healeth thee     ,PERSON
15 27,DATE
twelve,CARDINAL
threescore,CARDINAL
ten,CARDINAL
16 1,CARDINAL
Israel,GPE
Elim,PERSON
Sinai,GPE
the fifteenth day of the second month,DATE
Egypt,GPE
16 2,DATE
Israel,GPE
Moses,PERSON
Aaron,PERSON
16 3,DATE
Israel,GPE
Egypt,GPE
16 4,DATE
Moses  ,PERSON
16 5,DATE
the sixth day,DATE
daily,DATE
16 6,DATE
Moses,PERSON
Aaron,PERSON
Israel,GPE
Egypt,GPE
16 7,DATE
morning,TIME
16 8,DATE
Moses,PERSON
morning,TIME
16 9,DATE
Moses,PERSON
Aaron  Say,PERSON
Israel,GPE
16 10,DATE
Aaron,PERSON
Israel,GPE
16 11,DATE
Moses,PERSON
16 12,DATE
Israel,GPE
16 13,DATE
16 14,DATE
16 15,DATE
Israel,GPE
one,CARDINAL
Moses,PERSON
16 16,DATE
16 17,DATE
Israel,GPE
16 18,DATE
16 19,DATE
Moses,PERSON
the morning,TIME
Moses,PERSON
morning,TIME
Moses,PERSON
16 21,DATE
16 22,DATE
the sixth day,DATE
two omers,QUANTITY
one,CARDINAL
Moses,PERSON
16 23,DATE
morrow,DATE
the morning,TIME
16 24,EVENT
morning,TIME
Moses,PERSON
16 25,DATE
Moses,PERSON
16 26,DATE
Six days,DATE
the seventh day,DATE
16 27,DATE
the seventh day,DATE
16 28,DATE
Moses  How,PERSON
16 29,DATE
the sixth day,DATE
two  days,DATE
the seventh day,DATE
16 30,DATE
the seventh day,DATE
16 31,DATE
Israel,GPE
Manna,ORG
16 32,DATE
Moses,PERSON
Egypt,GPE
16 33,DATE
Moses,PERSON
Aaron  Take,PERSON
16 34,DATE
Moses,PERSON
Aaron,PERSON
16 35,DATE
Israel,GPE
forty years,DATE
Canaan,GPE
16 36,DATE
tenth,ORDINAL
17 1,DATE
Israel,GPE
Rephidim,ORG
17 2,DATE
Moses,PERSON
Moses,PERSON
17 3,DATE
Moses,PERSON
Egypt,GPE
17 4,DATE
Moses,PERSON
17 5,DATE
Moses  Go,PERSON
Israel,GPE
thou smotest  ,PERSON
17 6,DATE
Horeb,ORG
Moses,PERSON
Israel,GPE
17 7,DATE
Massah,GPE
Meribah,ORG
Israel,GPE
17 8,DATE
Amalek,PERSON
Israel,GPE
Rephidim,ORG
17 9,DATE
Moses,PERSON
Joshua  Choose,PERSON
Amalek  to,PERSON
17 10,DATE
Joshua,PERSON
Moses,PERSON
Amalek,PERSON
Moses  Aaron,PERSON
Hur,PERSON
17 11,DATE
Moses,PERSON
Israel,GPE
Amalek,PERSON
17 12,DATE
Moses,PERSON
Aaron,PERSON
Hur,PERSON
one,CARDINAL
17 13,DATE
Joshua,PERSON
Amalek,PERSON
17 14,DATE
Moses  Write,PERSON
Joshua,PERSON
Amalek,PERSON
17 15,DATE
Moses,PERSON
Jehovahnissi,ORG
Amalek,PERSON
18 1,DATE
Midian,NORP
Moses,PERSON
Israel,GPE
Israel,GPE
Egypt,GPE
18 2,DATE
Jethro  Moses,PERSON
Zipporah  Moses,PERSON
18 3,DATE
two,CARDINAL
Gershom,PERSON
18 4,DATE
Eliezer  for,PERSON
Pharaoh,PERSON
18 5,DATE
Moses,PERSON
Moses,PERSON
two,CARDINAL
18 7,DATE
Moses,PERSON
18 8,DATE
Moses,PERSON
Pharaoh,PERSON
Egyptians,NORP
Israel,GPE
18 9,DATE
Israel,GPE
Egyptians,NORP
18 10,DATE
Jethro,ORG
Egyptians,NORP
Pharaoh,PERSON
Egyptians,NORP
18 11,DATE
18 12,DATE
Jethro  Moses,PERSON
Aaron,PERSON
Israel,GPE
Moses,PERSON
18 13,DATE
morrow,DATE
Moses,PERSON
Moses,PERSON
18 14,DATE
Moses,PERSON
18 15,DATE
Moses,PERSON
God  ,PERSON
18 16,DATE
between one,CARDINAL
18 17,DATE
Moses,PERSON
18 18,CARDINAL
18 19,DATE
thou  mayest,ORG
18 20,DATE
18 21,DATE
thousands,CARDINAL
hundreds,CARDINAL
fifties,DATE
tens  18 22,CARDINAL
18 23,DATE
18 24,DATE
Moses,PERSON
18 25,DATE
Moses,PERSON
Israel,GPE
thousands,CARDINAL
hundreds,CARDINAL
fifties,DATE
tens     ,CARDINAL
Moses,PERSON
18 27,DATE
Moses,PERSON
19 1,DATE
the third month,DATE
Israel,GPE
Egypt,GPE
the same day,DATE
Sinai,GPE
19 2,DATE
Rephidim,ORG
Sinai,GPE
Israel,GPE
19 3,DATE
Moses,PERSON
Jacob,PERSON
Israel,GPE
19,CARDINAL
Egyptians,NORP
19 5,DATE
19 6,DATE
Israel,GPE
19 7,DATE
Moses,PERSON
19 8,DATE
Moses,PERSON
19 9,DATE
Moses  Lo  I,PERSON
Moses,PERSON
19 10,DATE
Moses  Go,PERSON
morrow,DATE
19 11,DATE
third,ORDINAL
the third day,DATE
Sinai,GPE
19 12,DATE
19 13,DATE
19 14,DATE
Moses,PERSON
19 15,DATE
the third day,DATE
19 16,DATE
the third day in the morning,DATE
19 17,DATE
Moses,PERSON
19 18,DATE
Sinai,GPE
19 19,DATE
Moses,PERSON
19 20,DATE
Sinai,GPE
Moses,PERSON
Moses,PERSON
19 21,DATE
Moses  Go,PERSON
19 22,DATE
19 23,DATE
Moses,PERSON
Sinai,GPE
19 24,DATE
Aaron,PERSON
19 25,DATE
Moses,PERSON
20 1,DATE
20 2,DATE
Egypt,GPE
20,CARDINAL
earth,LOC
20,CARDINAL
third,ORDINAL
fourth,ORDINAL
20 6,DATE
thousands,CARDINAL
20 8,DATE
sabbath day,DATE
9 Six days,DATE
20 10,CARDINAL
20 11,DATE
six days,DATE
seventh,ORDINAL
20 12,CARDINAL
20 13,CARDINAL
20 14,DATE
20 15,CARDINAL
20 16,CARDINAL
20 17,CARDINAL
20 18,DATE
20 19,DATE
Moses,PERSON
20 20,DATE
Moses,PERSON
20 21,DATE
Moses,PERSON
20 22,DATE
Moses,PERSON
Israel,GPE
20 23,TIME
20,CARDINAL
20 25,DATE
20 26,CARDINAL
21 1,DATE
21 2,DATE
Hebrew,LANGUAGE
six years,DATE
seventh,ORDINAL
21 3,DATE
21 4,DATE
21 5,DATE
21 6,DATE
21 7,DATE
21 8,DATE
21 9,EVENT
21 10,DATE
21 11,DATE
three,CARDINAL
21 12,DATE
smiteth,GPE
21 13,DATE
21 14,DATE
21 15,DATE
smiteth,GPE
21 16,DATE
21 17,DATE
21 18,DATE
one,CARDINAL
21 19,DATE
21 20,DATE
21 21,DATE
a day,DATE
two,CARDINAL
21 22,DATE
21 23,DATE
21,CARDINAL
21 25,CARDINAL
21 26,DATE
21 27,DATE
21 28,DATE
21 29,DATE
21 30,DATE
21 31,DATE
21 32,DATE
thirty shekels,MONEY
21 33,DATE
21 34,CARDINAL
21 35,DATE
one,CARDINAL
21 36,DATE
22 1,CARDINAL
five,CARDINAL
four,CARDINAL
22 2,CARDINAL
22 3,DATE
22 4,DATE
22 5,CARDINAL
22 6,DATE
22 7,DATE
22 8,DATE
22 9,DATE
22 10,DATE
22 11,DATE
22 12,DATE
22 13,DATE
22 14,DATE
22 15,DATE
22 16,DATE
22 17,DATE
22,CARDINAL
22 19,DATE
22 20,DATE
22 21,DATE
Egypt,GPE
22 22,TIME
22 23,DATE
22 24,DATE
22 25,DATE
22 26,DATE
22 27,DATE
22 28,DATE
22 29,CARDINAL
first,ORDINAL
22 30,TIME
seven days,DATE
the eighth day,DATE
22 31,DATE
23,CARDINAL
23,CARDINAL
23 3,CARDINAL
23 4,DATE
23 5,DATE
23 6,DATE
23 7,TIME
23 8,DATE
23 9,DATE
Egypt,GPE
23 10,DATE
six years,DATE
23 11,DATE
the seventh year,DATE
Six days,DATE
the seventh day,DATE
thou  shalt,PERSON
23 13,DATE
23,CARDINAL
Three,CARDINAL
the year,DATE
23 15,DATE
seven days,DATE
month,DATE
Egypt,GPE
23 16,DATE
the end of the year,DATE
23,CARDINAL
Three,CARDINAL
the year,DATE
23 18,DATE
the morning,TIME
23 19,EVENT
first,ORDINAL
God  Thou,PERSON
23 20,DATE
23 21,WORK_OF_ART
23 22,DATE
23 23,CARDINAL
Angel,PERSON
Hittites,NORP
Perizzites,NORP
Canaanites,NORP
Jebusites,ORG
23,CARDINAL
23 25,DATE
23 26,DATE
23 27,DATE
23 28,DATE
Hivite,ORG
Canaanite,NORP
Hittite,NORP
23 29,DATE
one year,DATE
23 30,TIME
23 31,DATE
the Red sea,LOC
Philistines,NORP
23,CARDINAL
23 33,DATE
24 1,DATE
Moses,PERSON
Aaron,PERSON
Nadab,PERSON
Abihu,GPE
seventy,CARDINAL
Israel,GPE
24 2,DATE
Moses,PERSON
24 3,DATE
Moses,PERSON
one,CARDINAL
24 4,DATE
Moses,PERSON
morning,TIME
hill,ORG
twelve,CARDINAL
twelve,CARDINAL
Israel,GPE
24 5,DATE
Israel,GPE
24 6,DATE
Moses,PERSON
half,CARDINAL
half,CARDINAL
24 7,DATE
24 8,DATE
Moses,PERSON
24 9,DATE
Moses,PERSON
